title,mp3_url,archive_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url
James Talley discusses his life reflected in his folk music,https://s3.amazonaws.com/wfmt-studs-terkel/published/20065.mp3,/programs/james-talley-discusses-his-life-reflected-his-folk-music,"Studs interview with James Talley, who shares his life story through his music.  Talley describes his childhood experiences through the depression and the Dust Bowl Migration.  He also shares the various jobs he has had and how that has influenced his music.  All musical numbers are removed from this edited version.","Mar. 10, 1978",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"35 minutes, 19 seconds",WAV,The Chicago History Museum,English,,1978-03-10,1978.0,3.0,10.0,True
"Robert Cranny reads from and discusses his book, ""On Us Thy Poor Children""",,/programs/robert-cranny-reads-and-discusses-his-book-us-thy-poor-children,"Discussing the book ""On us thy poor children"" with the author Robert Cranny.
","Mar. 10, 1982",1 sound tape reel (ca. 53.32 min.) : 10 1/2 in.,"53 minutes, 35 seconds",WAV,The Chicago History Museum,English,,1982-03-10,1982.0,3.0,10.0,False
Gloria Naylor in conversation with Studs Terkel,,/programs/gloria-naylor-conversation-studs-terkel,"Discussing the book ""Mama Day"" (published by Ticknor & Fields) with the author Gloria Naylor.","Mar. 10, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 53 seconds",WAV,The Chicago History Museum,English,,1988-03-10,1988.0,3.0,10.0,False
"Andrew Patner discusses his book ""I.F. Stone""",,/programs/andrew-patner-discusses-his-book-if-stone,"""I.F. Stone, A Portrait,"" is Andrew Patner's study of the iconic journalist, I.F. Stone. Patner pointed out that freedom of speech was extremely important to Stone. ""I.F. Stone's Weekly,"" was a paper Stone created with no advertisements. He was also the paper's writer and editor.","Mar. 10, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 35 seconds",WAV,The Chicago History Museum,English,,1988-03-10,1988.0,3.0,10.0,False
"Andrew Patner discusses his book, ""I.F. Stone: A Portrait"" and Stone's career as a newspaper man",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56268.mp3,/programs/andrew-patner-discusses-his-book-if-stone-portrait-and-stones-career-newspaper-man,"Studs Terkel interview with Andrew Patner about his book, ""I.F. Stone: A Portrait"" that speaks to the life of newspaper man Izzy Stone.  Patner describes his preparation and efforts to interview Stone.  They discuss Stones incredible work in spite of the fact that he was nearly blind and deaf.  Both Studs and Patner read excerpts from the book.  They discuss Stones knowledge of literature, Greek philosophy, the Vietnam War, and his ability to speak French.  Studs quotes a review of Patner's book from a newspaper.  Patner also quotes Izzy Stone comments about Socrates. Both Studs and Patner read together from the book.","Mar. 10, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"48 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1988-03-10,1988.0,3.0,10.0,True
"Discussing the book ""Dangerous Dossiers: Exposing the Secret War Against America's Greatest Authors""  with Herbert Mitgang",https://wfmt-studs-terkel.s3.amazonaws.com/published/39635.mp3,/programs/discussing-book-dangerous-dossiers-exposing-secret-war-against-americas-greatest-authors,,"Mar. 10, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,6 seconds,WAV,The Chicago History Museum,English,,1989-03-10,1989.0,3.0,10.0,True
"Discussing ""Parting the Waters"" with the author Taylor Branch",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F58218.mp3,/programs/discussing-parting-waters-author-taylor-branch,,"Mar. 10, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"49 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1989-03-10,1989.0,3.0,10.0,True
Presenting a live musical program with vocalist Robert White,,/programs/presenting-live-musical-program-vocalist-robert-white,Musical performance by Robert White,"Mar. 10, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1989-03-10,1989.0,3.0,10.0,False
Presenting music by folksinger and songwriter Bill Morrissey,,/programs/presenting-music-folksinger-and-songwriter-bill-morrissey,Terkel comments and presents a musical performance by Bill Morrissey,"Mar. 10, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1992-03-10,1992.0,3.0,10.0,False
"Discussing the book ""John Wayne's America: The Politics of Celebrity"" with author, journalist, and historian Garry Wills",,/programs/discussing-book-john-waynes-america-politics-celebrity-author-journalist-and-historian,,"Mar. 10, 1997",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 39 seconds",WAV,The Chicago History Museum,English,,1997-03-10,1997.0,3.0,10.0,False
"Discussing the book ""John Wayne's America: The Politics of Celebrity"" with author, journalist, and historian Garry Wills",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49652.mp3,/programs/discussing-book-john-waynes-america-politics-celebrity-author-journalist-and-historian-0,,"Mar. 10, 1997",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 56 seconds",,The Chicago History Museum,,,1997-03-10,1997.0,3.0,10.0,True
Edgar Zodiag Friedenberg talks with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published/56533.mp3,/programs/edgar-zodiag-friedenberg-talks-studs-terkel,"Edgar Zodiag Friedenberg talks about his book ""The Vanishing Adolescent."" He discusses how experience of adolescence has changed.","Mar. 11, 1960",1 sound tape reel (ca. 35 min.) : 7 in.,"34 minutes, 56 seconds",WAV,The Chicago History Museum,English,,1960-03-11,1960.0,3.0,11.0,True
"Dr. Marlene Dixon, Nancy Stokely and Janet Tenney discuss women's rights; part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/7389.mp3,/programs/dr-marlene-dixon-nancy-stokely-and-janet-tenney-discuss-womens-rights-part-1,"Discussing women and women's rights with Dr. Marlene, Nancy Stokely, and Janet Tenney. They discuss the women's suffrage movement, gender equality, and women's roles. Includes the women's suffrage song ""The New America"" by Elizabeth Knight.","Mar. 11, 1969",2 sound tape reels (ca. 60 min.) : 10 1/2 in.,"57 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1969-03-11,1969.0,3.0,11.0,True
"Dr. Marlene Dixon, Nancy Stokely, and Janet Tenney discuss women's rights; part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/7391.mp3,/programs/dr-marlene-dixon-nancy-stokely-and-janet-tenney-discuss-womens-rights-part-2,"Discussing the topic of women and freedom with Marlene Dixon, Nancy Stokely, and Janet Tenney. They discuss feminism, women's rights, and the women's liberation movement. Includes a Elizabeth Knight/Julia Ward Howe song called ""Hallelujah"".","Mar. 11, 1969",2 sound tape reels (ca. 60 min.) : 10 1/2 in.,"56 minutes, 8 seconds",WAV,The Chicago History Museum,English,,1969-03-11,1969.0,3.0,11.0,True
Barbara Wertheim Tuchman in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F29645.mp3,/programs/barbara-wertheim-tuchman-conversation-studs-terkel,,"Mar. 11, 1971",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1971-03-11,1971.0,3.0,11.0,True
Allen Ginsberg and William S. Burroughs talk about their writing,https://wfmt-studs-terkel.s3.amazonaws.com/published/56450.mp3,/programs/allen-ginsberg-and-william-s-burroughs-talk-about-their-writing,"Writers Allen Ginsberg and William S. Burroughs discuss life and their writing; passages from their writing are read by the authors and clip is played of interview with Allen Ginsberg, Gregory Corso, and Peter Orlovsky.","Mar. 11, 1975",1 sound tape reel (ca. 51.15 min.) : 10 1/2 in.,"40 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1975-03-11,1975.0,3.0,11.0,True
Interview with Julie Harris,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F20895.mp3,/programs/interview-julie-harris,"Discussing ""Belle of Amherst"" and interviewing Julie Harris.","Mar. 11, 1976",1 sound tape reel (ca. 50.35 min.) : 10 1/2 in.,"50 minutes, 47 seconds",WAV,The Chicago History Museum,English,,1976-03-11,1976.0,3.0,11.0,True
Discussing the visit to the American hostages in Iran with Rev. Gregory Dell,https://wfmt-studs-terkel.s3.amazonaws.com/published/49578.mp3,/programs/discussing-visit-american-hostages-iran-rev-gregory-dell,,"Mar. 11, 1980",1 sound tape reel (ca. 24.49 min.) : 10 1/2 in.,"25 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1980-03-11,1980.0,3.0,11.0,True
"D. M. Thomas reads from and discusses his novel ""The White Hotel""",,/programs/d-m-thomas-reads-and-discusses-his-novel-white-hotel,"Discussing the book ""The white hotel"" with the poet author D. M. Thomas.
","Mar. 11, 1982",1 sound tape reel (ca. 50.00 min.) : 10 1/2 in.,"50 minutes, 4 seconds",WAV,The Chicago History Museum,English,,1982-03-11,1982.0,3.0,11.0,False
"Robert McElvaine reads from and discusses the book ""Down and Out in the Great Depression""",,/programs/robert-mcelvaine-reads-and-discusses-book-down-and-out-great-depression,"Discussing the book ""Down and out in the great depression"" with the author Robert McIlvane.
","Mar. 11, 1983",1 sound tape reel (ca. 54.13 min.) : 10 1/2 in.,"54 minutes, 19 seconds",WAV,The Chicago History Museum,English,,1983-03-11,1983.0,3.0,11.0,False
Dr. Benjamin Spock and Dr. Michael B. Rothenberg discuss the 40th anniversary of the book “Baby and Child Care”,,/programs/discussing-40th-anniversary-book-baby-and-child-care-authors-dr-benjamin-spock-and-dr,Dr. Benjamin Spock and Dr. Michael B. Rothenberg discuss the 40th anniversary edition of the book “Baby and Child Care”. Studs plays “Hush Little Baby” - The Weavers (1955).,"Mar. 11, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 39 seconds",WAV,The Chicago History Museum,English,,1985-03-11,1985.0,3.0,11.0,False
"Discussing the book ""Arctic Dreams: Imagination and Desire In a Northern Landscape"" with the Barry Lopez",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F39810.mp3,/programs/discussing-book-arctic-dreams-imagination-and-desire-northern-landscape-barry-lopez,,"Mar. 11, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1986-03-11,1986.0,3.0,11.0,True
"Discussing the book ""Murrow, His Life and Times"" with the author, biographer Ann Sperber",,/programs/discussing-book-murrow-his-life-and-times-author-biographer-ann-sperber,,"Mar. 11, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 30 seconds",WAV,The Chicago History Museum,English,,1986-03-11,1986.0,3.0,11.0,False
Interviewing Mike Kline,,/programs/interviewing-mike-kline,,"Mar. 11, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1986-03-11,1986.0,3.0,11.0,False
James L. Leloudis in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F32429.mp3,/programs/james-l-leloudis-conversation-studs-terkel,,"Mar. 11, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"57 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1988-03-11,1988.0,3.0,11.0,True
"Kathy Cowan, Sinobu Sato in conversation with Studs Terkel",,/programs/kathy-cowan-sinobu-sato-conversation-studs-terkel,Terkel presents musical performance by Kathy Cowan and Sinobu Sato,"Mar. 11, 1991",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1991-03-11,1991.0,3.0,11.0,False
Interviewing dancer and choreographer Lou Conte,,/programs/interviewing-dancer-and-choreographer-lou-conte,,"Mar. 11, 1991",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1991-03-11,1991.0,3.0,11.0,False
Interview with Tony Bouza,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F26347.mp3,/programs/interview-tony-bouza-0,Interviewing former police officer and author Tony Bouza.,"Mar. 11, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"47 minutes, 48 seconds",WAV,The Chicago History Museum,English,,1992-03-11,1992.0,3.0,11.0,True
"Discussing the autobiography ""Laurence Olivier: A Biography"" with the author Donald Spoto",,/programs/discussing-autobiography-laurence-olivier-biography-author-donald-spoto,"Program includes excerpts of speeches from ""Henry V"" and ""Hamlet Speak the Speech"".","Mar. 11, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"47 minutes, 48 seconds",WAV,The Chicago History Museum,English,,1992-03-11,1992.0,3.0,11.0,False
Odetta discusses her music career,,/programs/odetta-discusses-her-music-career,"Folk singer Odetta discusses her music; her songs ""Another Man Done Gone,"" ""Riding in My Car (Car Song),"" ""Gallows Pole,"" ""Kaeshite Okure Ima Suguni,"" ""Sometimes I Feel Like a Motherless Child,"" ""Battle Hymn of the Republic,"" and ""Whyn Why"" are played throughout the program.","Mar. 12, 1970",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"54 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1970-03-12,1970.0,3.0,12.0,False
"Architect and wartime prisoner, Hermann Field, discusses his book ""Angry Harvest""",https://s3.amazonaws.com/wfmt-studs-terkel/published/7969.mp3,/programs/architect-and-wartime-prisoner-hermann-field-discusses-his-book-angry-harvest,"Architect and wartime prisoner, Hermann Field, discusses his book ""Angry Harvest,"" coauthored with Stanislaw Mierzenski, and also discusses  architecture.","Mar. 12, 1970",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"56 minutes, 29 seconds",WAV,The Chicago History Museum,English,,1970-03-12,1970.0,3.0,12.0,True
Simon Wiesenthal discusses World War II and The Sunflower,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F22951.mp3,/programs/simon-wiesenthal-discusses-world-war-ii-and-sunflower,Simon Wiesenthal discusses his advocacy work after surviving the Holocaust and the publication of The Sunflower in 1969.,"Mar. 12, 1976",1 sound tape reel (ca. 52 min.) : 10 1/2 in.,"52 minutes, 2 seconds",WAV,The Chicago History Museum,English,,1976-03-12,1976.0,3.0,12.0,True
Discussing farm workers with Jessie Lopez De La Cruz  and Lenny Anderson,,/programs/discussing-farm-workers-jessie-lopez-de-la-cruz-and-lenny-anderson,,"Mar. 12, 1980",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1980-03-12,1980.0,3.0,12.0,False
Discussing the politics of keeping military installations and nuclear missile warehouses,,/programs/discussing-politics-keeping-military-installations-and-nuclear-missile-warehouses,Discussing the politics of keeping military installations and nuclear missile warehouses off the Micronesian Islands and interviewing Roman Bedor.,"Mar. 12, 1982",1 sound tape reel (ca. 46.30 min.) : 10 1/2 in. Edited copy-T2749.11.,"46 minutes, 39 seconds",WAV,The Chicago History Museum,English,,1982-03-12,1982.0,3.0,12.0,False
"Max Holland discusses ""When the machine stopped""",https://s3.amazonaws.com/wfmt-studs-terkel/published%2F23417.mp3,/programs/max-holland-discusses-when-machine-stopped,,"Mar. 12, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 51 seconds",WAV,The Chicago History Museum,English,,1990-03-12,1990.0,3.0,12.0,True
fid2604.2530319-3-1.wav loader crashed: no output while trying to create derivative mp4-poster,,/programs/fid26042530319-3-1wav-loader-crashed-no-output-while-trying-create-derivative-mp4-poster,,"Mar. 12, 1990",,,WAV,The Chicago History Museum,English,,1990-03-12,1990.0,3.0,12.0,False
"Composer, singer and guitarist, Ferron, discusses her music",https://wfmt-studs-terkel.s3.amazonaws.com/published/58613.mp3,/programs/composer-singer-and-guitarist-ferron-discusses-her-music,"A self-proclaimed underground artist, Ferron, says she may not sell tons of records but she does have a good following of fans. Ferron says people like her music because they're seeking balance in their lives. She further explains that a lot of her lyrics have to do with understanding our purpose in life.","Mar. 12, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"22 minutes, 22 seconds",WAV,The Chicago History Museum,English,,1990-03-12,1990.0,3.0,12.0,True
